CLIENTNUM,First_Name,Last_Name,Email,Phone_Number,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
710806083,Susan,Miller,susan110@yahoo.com,+1-512-507-8508,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176
714752208,Jennifer,Hernandez,jhernandez@live.com,+1-310-779-8196,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83
822063408,Andrew,Murphy,andrew.murphy97@gmail.com,+1-415-582-1476,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.412
714490308,Charles,Lee,clee@live.com,+1-619-618-3768,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086
713356833,Raymond,Smith,raymond_smith@live.com,+1-617-721-8164,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.678
711402333,Samuel,Walker,samuel_walker@msn.com,+1-415-887-7013,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797,2438.0,0.541,1493,32,1.0,0.246
708296883,Sandra,Lee,sandra.lee@msn.com,+1-720-280-7905,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067
719154483,Steven,Ramirez,steven.ramirez@aol.com,+1-713-984-5738,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271
717721458,Brandon,Martinez,brandonm@hotmail.com,+1-720-317-4406,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408.0,1186,9222.0,1.689,2560,42,1.211,0.114
711112683,Emma,Anderson,emmaanderson@mail.com,+1-214-436-8411,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,2399.0,1.236,1657,29,1.231,0.395
715674483,Ruth,Roberts,ruth11@gmail.com,+1-404-860-5653,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,3688.0,0.939,1204,19,0.727,0.406
789322833,Rachel,Murphy,rmurphy@hotmail.com,+1-786-939-5935,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,0.654,673,18,0.8,0.0
789968058,Aaron,Lopez,aaron.lopez86@live.com,+1-818-977-7174,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,6709.0,0.649,1131,18,0.636,0.258
709919283,Ryan,Nelson,ryannelson@aol.com,+1-415-876-1960,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517,12409.0,1.996,1576,25,1.5,0.169
718744008,Maria,Martinez,mmartinez@mail.com,+1-404-758-9136,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.178
767712558,Thomas,Rodriguez,thomas_rodriguez@icloud.com,+1-512-818-1616,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979.0,0,14979.0,0.71,530,10,1.0,0.0
712950783,Debra,Martinez,dmartinez@outlook.com,+1-818-717-6581,Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732.0,0,2732.0,0.76,739,16,0.455,0.0
716104983,Angela,Hall,angela_hall@hotmail.com,+1-619-911-1563,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941
818839983,Paul,Green,paul.green@live.com,+1-704-744-9514,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141
772288758,Lisa,Nelson,lisan@protonmail.com,+1-404-551-6452,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228,4121.0,0.728,1343,30,1.308,0.23
712350858,Mark,Allen,mark.allen60@aol.com,+1-786-248-1237,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,0.572,1303,39,0.625,0.118
711009708,Justin,Flores,justin.flores40@outlook.com,+1-512-888-8417,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617.0,0,21617.0,1.047,1351,22,0.467,0.0
712720158,Peter,Green,peterg@hotmail.com,+1-310-367-2636,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.119
712215258,Joyce,Clark,joyceclark@hotmail.com,+1-310-211-6879,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.571,0.0
773827008,Adam,Collins,adam371@aol.com,+1-619-366-9184,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.231,0.64
795232683,Rachel,Evans,rachel242@mail.com,+1-818-400-8319,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.432
713786508,Rachel,Lopez,rachel866@protonmail.com,+1-404-350-3364,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0,2038.0,0.786,1238,28,0.75,0.0
713539833,Christine,Wright,cwright@icloud.com,+1-415-546-8640,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,8135.0,1.373,1716,29,0.812,0.0
712454058,Joseph,Williams,josephw@msn.com,+1-832-355-4268,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,0.554,1099,27,0.8,0.066
718759833,Helen,Walker,helen_walker@icloud.com,+1-818-773-7354,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.429,0.0
718803333,Jessica,Gonzalez,jessica365@icloud.com,+1-212-994-9741,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612
720253908,Richard,Adams,richardadams@protonmail.com,+1-832-316-8046,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1828.0,1.009,1651,28,1.0,0.359
714133158,Maria,Ramirez,maria.ramirez@protonmail.com,+1-702-811-6558,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.824,0.309
713187033,Donald,Carter,donaldcarter@msn.com,+1-720-797-8059,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.101
714791208,Rebecca,Turner,rebecca.turner@icloud.com,+1-415-673-5522,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114,1368.0,0.508,1039,24,0.263,0.607
772426383,Brenda,Brown,brendabrown@hotmail.com,+1-310-575-2922,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1495.0,1.077,1130,28,1.333,0.512
710975883,Ruth,Gonzalez,ruth8@protonmail.com,+1-619-575-7793,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,424.0,0.682,1645,30,0.429,0.806
714264408,Lisa,Lewis,lisa_lewis@mail.com,+1-720-553-6967,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611.0,746,865.0,0.993,1413,29,0.706,0.463
715827858,Ashley,Flores,aflores@hotmail.com,+1-214-860-1420,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173,649.0,1.456,1218,23,2.286,0.77
713741358,Tyler,Harris,tylerh@aol.com,+1-702-725-3791,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517,30458.0,0.658,597,17,0.7,0.076
709531908,Kevin,Rodriguez,kevin_rodriguez@mail.com,+1-214-868-9311,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0.0
716493408,Catherine,Martin,catherinemartin@msn.com,+1-720-235-2408,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,14156.0,0.86,1592,37,1.467,0.108
714141108,Julie,Brown,jbrown@hotmail.com,+1-650-619-1567,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133
708953883,Steven,Lopez,steven.lopez@protonmail.com,+1-202-260-7943,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0
712608783,Edward,Wright,edwardw@yahoo.com,+1-832-980-4051,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037
820353558,Susan,Jackson,susan.jackson@icloud.com,+1-512-287-4575,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146
714964758,Olivia,Hernandez,olivia.hernandez87@mail.com,+1-713-895-4048,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.791,1105,28,0.867,0.171
716264358,Steven,Roberts,sroberts@outlook.com,+1-512-568-8983,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069
717296808,Sarah,Hernandez,sarahhernandez@mail.com,+1-213-268-3862,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661,32,1.0,0.837
712977183,Rachel,Nelson,rachel.nelson27@hotmail.com,+1-469-359-3414,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421,22,1.444,0.055
710829108,Emma,Martin,emmam@hotmail.com,+1-213-988-3967,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294
779562633,Timothy,Parker,timothy.parker@icloud.com,+1-818-494-5017,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39
715315833,Matthew,Morris,matthew.morris59@icloud.com,+1-469-908-5948,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19
815500983,Donna,Martinez,donna_martinez@hotmail.com,+1-786-649-4849,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692
719360583,Anthony,Perez,aperez@protonmail.com,+1-415-728-6475,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502,25,1.273,0.503
709701558,Christopher,Lee,christopher.lee76@live.com,+1-202-263-8085,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460,50,1.083,0.059
721148358,Victoria,Ramirez,victoriar@protonmail.com,+1-786-548-1097,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,12860.0,0.646,1348,27,0.286,0.0
779862408,Matthew,Turner,matthewt@live.com,+1-214-500-6178,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074
812627208,Jennifer,Gonzalez,jenniferg@aol.com,+1-786-524-2715,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513
711033408,Patricia,Hill,phill@outlook.com,+1-213-559-6279,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174
779956608,Katherine,Morris,kmorris@gmail.com,+1-469-795-2620,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0
780376683,Joshua,Perez,joshua116@mail.com,+1-619-682-5018,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135
717912483,Joshua,King,joshuaking@msn.com,+1-213-405-2853,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259.0,0,27259.0,0.731,1376,35,0.591,0.0
714454758,Rachel,Evans,rachel767@protonmail.com,+1-713-291-8931,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771,37,0.762,0.251
780466533,Brian,Parker,brian_parker@protonmail.com,+1-415-510-7567,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078
715735233,Janet,Carter,jcarter@mail.com,+1-702-649-1615,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.463
720476733,Laura,Jones,ljones@yahoo.com,+1-818-472-9570,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.819,1002,22,0.571,0.133
715872333,Tyler,Smith,tsmith@aol.com,+1-702-737-1673,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344,21,1.1,0.11
712375758,Mark,Scott,mark_scott@outlook.com,+1-720-402-1553,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087
708868233,James,Clark,jamesclark@live.com,+1-202-761-7786,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626
718030083,Brandon,Morris,brandonmorris@mail.com,+1-619-468-9681,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214
720707283,Jerry,Ramirez,jerry363@protonmail.com,+1-212-853-3463,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.869,1777,42,0.75,0.164
771698658,Eric,Roberts,ericroberts@hotmail.com,+1-650-342-3797,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.176
748326258,Nathan,Collins,nathan61@outlook.com,+1-713-782-6590,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.509,1483,41,0.519,0.133
770817783,David,Roberts,david_roberts@live.com,+1-619-363-5538,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,32837.0,0.623,1060,27,0.5,0.049
779353083,Paul,Ramirez,paul968@aol.com,+1-212-444-1276,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043
711441333,Helen,Young,heleny@icloud.com,+1-404-511-3817,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15
719808558,Donna,Thompson,donna.thompson@aol.com,+1-202-896-3107,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0.0
711551958,Paul,Thomas,paul90@icloud.com,+1-832-838-4156,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0
809164083,Brian,Perez,brian.perez@msn.com,+1-415-963-4237,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679
820596183,Nicholas,Mitchell,nicholasmitchell@yahoo.com,+1-702-445-3546,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098
715999608,Elizabeth,Davis,elizabeth.davis@hotmail.com,+1-786-581-2597,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.694
710565408,Charles,Gonzalez,charles_gonzalez@protonmail.com,+1-786-553-3414,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039
805543158,David,Morris,davidmorris@mail.com,+1-310-719-8036,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199
709752183,Larry,Lewis,llewis@live.com,+1-212-308-2381,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22
716479233,Ryan,Lewis,ryan.lewis@icloud.com,+1-469-965-5269,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13
713837058,William,Baker,williamb@aol.com,+1-212-512-5368,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76
718876683,Carolyn,Mitchell,carolynm@yahoo.com,+1-650-380-4862,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202
770746908,Jerry,Walker,jerry769@msn.com,+1-404-738-1265,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319
794843883,Jonathan,Turner,jonathanturner@msn.com,+1-212-262-4029,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035
803043933,Amy,Johnson,amy886@hotmail.com,+1-415-807-7233,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546,25,1.273,0.165
758076408,Brian,White,brianwhite@msn.com,+1-310-227-2454,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863
714606558,Pamela,Wright,pwright@yahoo.com,+1-213-901-7440,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665
778425408,Anthony,Hall,ahall@icloud.com,+1-512-625-8902,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.714,0.598
714171108,Janet,Smith,janet576@msn.com,+1-512-515-3636,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539
719662458,Samantha,Taylor,samanthataylor@yahoo.com,+1-415-210-1107,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472
713137233,Nathan,Williams,nathan.williams@hotmail.com,+1-704-543-9228,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064
769425858,Tyler,Anderson,tyler_anderson@icloud.com,+1-720-877-8282,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0
711297483,Victoria,Davis,victoriad@protonmail.com,+1-619-376-4429,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16
788900883,Maria,Wilson,mwilson@msn.com,+1-786-877-9710,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42
758348808,Ronald,Miller,ronald.miller@icloud.com,+1-404-217-9098,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048
772336458,Joyce,Scott,joyces@gmail.com,+1-310-702-1610,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713
708711483,Kenneth,Garcia,kgarcia@mail.com,+1-214-201-2620,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092
717906783,Kenneth,Gonzalez,kenneth_gonzalez@msn.com,+1-650-701-3079,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336
719437908,Zachary,Sanchez,zachary_sanchez@outlook.com,+1-650-272-6444,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092
769433508,Raymond,Martin,raymondmartin@hotmail.com,+1-202-408-6413,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666
790096533,Dennis,Davis,dennis257@yahoo.com,+1-312-627-8940,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147
720997383,Eric,Parker,ericp@yahoo.com,+1-214-255-5986,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987
787541883,Joshua,Murphy,joshua996@mail.com,+1-704-692-3358,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0
709930758,Andrew,Edwards,andrew.edwards@msn.com,+1-619-863-5002,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11
789830058,Ryan,Lewis,ryan713@outlook.com,+1-310-855-1688,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073
710299608,Christine,White,christinew@protonmail.com,+1-202-588-4579,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88
710741208,William,Ramirez,williamramirez@aol.com,+1-512-277-6425,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28
821797008,Gregory,Hill,gregory_hill@gmail.com,+1-832-953-3313,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0.0
708874533,Laura,Rodriguez,lrodriguez@protonmail.com,+1-818-334-8345,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0
715341858,Anthony,Green,anthonyg@icloud.com,+1-786-484-5794,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65
793636308,Edward,Williams,edward.williams46@yahoo.com,+1-650-901-6301,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355
713779908,Victoria,Evans,victoriaevans@outlook.com,+1-212-714-3411,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189.0,1666,523.0,0.343,1287,36,0.636,0.761
712125258,Aaron,Rodriguez,aaron.rodriguez@gmail.com,+1-704-600-5152,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442.0,0,2442.0,0.98,701,19,0.727,0.0
709703433,Steven,Walker,steven123@live.com,+1-786-300-9637,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.923,0.072
721022433,Kevin,Sanchez,kevinsanchez@icloud.com,+1-415-844-6018,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327
710103558,Charles,King,charles.king48@msn.com,+1-214-276-5036,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,0.868,1354,28,0.647,0.459
715952883,Douglas,Lopez,douglaslopez@msn.com,+1-214-615-2851,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252
719731458,Aaron,Garcia,aaron_garcia@hotmail.com,+1-415-357-3692,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.538,1192,27,0.588,0.244
772390908,Richard,Miller,richardmiller@live.com,+1-469-400-6018,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687,17,0.545,0.291
787348608,Paul,Garcia,paulg@yahoo.com,+1-720-717-3163,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46
